"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Norway","NOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1388142","1527010","1321310","1387812","1607991","2308843","2867099","3250881","2804413","2490990","2983097","3103016","3204960","3016131","2671073","2555454","3420397","3546340","2715019","2768418","2535773","2700340","2650209","2972432","2601762","2252236","2073607","2122605","2010322","2087169","1950525","2363389","2751218","2749236","2769670","2986759","3143134","3422357","3451742","3282008","3383120","3372900","3474416","3286434","3309501","3208377","3114154","3356219","3433557","3654664","3858236","3578577","3612414","3481353","3788424","3822151","3529576","","","",
"Nepal","NPL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1300","1500","1500","1500","1600","1600","1603","1809","1818","1926","1900","2100","2200","2200","2200","2500","2800","3000","3300","3500","3654","3868","4400","4700","4860","9076","9443","10716","12100","12522","14546","15595","16540","16950","17003","21148","21879","23207","24866","25780","31723","33270","35000","36568","39947","42463","45425","46779","48750","48230","49730","52450","56000","57520","64900","69500","70543","","","",
"Nauru","NRU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","120","120","120","130","130","140","140","140","140","150","150","150","170","170","180","180","190","377","500","500","480","460","440","420","400","380","360.4","342","342","300","330","370.8","420","475","530","589","540","493","523.1","530.3","530.3","530.3","","","",
"New Zealand","NZL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","52289","51134","49815","50046","44557","49007","56418","60971","59651","50543","60203","66800","59068","66884","70040","65076","71637","79229","99727","120169","157585","170302","175682","205347","218943","214819","225147","260335","304555","343092","380303","435024","521751","485518","503846","627114","500241","725767","741836.1","691838","639099","645860","675232","635570","638292","650762","584322","606600","564892.3","544720.4","547185.4","547604","542087.5","541150.2","552572","524588.2","533807.2","","","",
"OECD members","OED","Total fisheries production (metric tons)","ER.FSH.PROD.MT","18897324","20251590","20936087","21298061","22064630","23613419","25159973","26137129","27433286","26436472","28357747","29623999","29560752","30562797","31429284","30913226","33023722","33245809","34071030.7","34791228.7","35985367.4","38001469.2","37920839.1","39131531.4","41602548.1","41476874.6","43648173.9","43395044.6","45793297.3","45600531.5","42358741.1","41383319.6","41956148.8","41017714.4","42645373.3","42288815.9","41219421.1","41160512.2","36321031.1","37851797.9","36740335.1","36842954.8","36707620","35547735.1","36526624.4","35548875.7","35220333.469","35117609.754","34181362.614","33816165.059","32982957.14","33358682.449","32655845.348","32018467.306","32893445.93","32543484.142","31121794.669","","","",
"Oman","OMN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","55000","55000","60000","60000","60000","65000","70000","70000","70000","70000","92000","114000","136000","158000","180000","198850","197984","175000","152000","129000","106000","83650","89376","108766","105200","101180","96353","136140","165676","119224","119783","116454","109218","105772","118572","139861","121618","118995","106184","108809","120421","129907","142669","138833","165531.4","157544","147782","151840","152031","158669.4","164054","158723","191731","206522","211319.4","257192","279709","","","",
"Other small states","OSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","668521","772406","887674","839245","1031060","1271034","1323382","983454","689231","787588","841937","791120","832501","1028222","1060369","1102436","1125537","1511108","1700337","1781102","1655776","1594612","939224","1000082.771","1716516","1871734","1843105.388","1843178","2381228","2103092","2332472.04","1805192.1","2581753","2899269","2597276","2590336","2993708","3172059","2755236","2814066","3083245","3052760","3404562","3187580","2927277","2881217","2444493.3","2338940.5","2185770.6","2064042.9","2016238.91","2064306.438","2338070.84","2398767.59","2055714.48","2404292.39","2180465.457","","","",
"Pakistan","PAK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","77113","75400","80777","91970","108359","118624","151397","150032","156734","173324","173969","176521","217067","236084","189723","195288","205938","268573","293251","300456","279311","317849","337289","343402","373157","408404","415732","427736","445482","446271","479077","515538","552958","621733","551941","540697","551046","605259","614349","677606","626554","600798","599104","564881","556993","515472","611247","570148","586512","586415","594566","596091","613769","624392","624913","644659","669586","","","",
"Panama","PAN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","11000","11500","15300","14100","25900","39700","73100","72300","71900","36800","58890","78750","70156","114959","88762","116934","185339","239751","140097","166331","216811","144798","120016","167593","135014","293351","148191","166386","122861","185778","133738","168163","176720","190190","191900","209383","155686","170050","210689","124372","229375","279896","259940","236342","222422","272281","272350","231444","238902","245780.4","188476.5","177804.2","185501.6","208612.2","171545","151579.3","153258","","","",
"Peru","PER","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3502700","5216500","6884300","6822000","9037700","7385400","8712500","10100000","10400000","9147515","12500000","10500000","4678399","2295861","4126080","3415487","4343785","2503892","3443705","3653017","2709923","2718481","3515081","1570508","3320188","4138458","5616763","4587842","6642111","6854349","6874400","6905099","7508289","9009882","12000000","8943526","9523079","7877802","4353248","8437389","10700000","7999263","8782897","6107545","9634059","9419469","7049318","7260861","7451437","6977772","4394996","8347158","4925089","6002129","3714469","4929850","3911989","","","",
"Philippines","PHL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","499237","500047","530661","592516","647476","716738","762077","805663","987154","965920","1104916","1125592","1230528","1316774","1403090","1473553","1381112","1509246","1592216","1609762","1717614","1779854","1905636","2138456","2083154","2067245","2100137","2230404","2282337","2396003","2526370","2623659","2661584","2658650","2746111","2833066","2829456","2820537","2867791","2943871","3021394","3182445","3376773","3605597","3922323","4157388","4391317","4675622","4900507","4992736","5050190","4830283","4749536","4576328","4587385","4503067","4228906","","","",
"Palau","PLW","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","600","600","1866","3370","3386","4106","5756","5462","8882","2943","2319","3150","7608","7069","6136","4883","10602","6699","7516","10276","5053","1041","1037","1204","1132","1187","1268","1350","1077","1094","1501","1238.636","1088","1417.09","1070.45","913","952","961","1273","1086","1031","1051","1084","1435.9","972","1159.82","1188.2","1075.88","992.11","1023.78","940.911","906.895","893.326","874.19","841.2","","","",
"Papua New Guinea","PNG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12200","12200","13100","15200","15200","15800","15300","15400","15800","16500","15628","30668","27271","45600","50027","34774","50671","27555","52224","34488","44620","46509","17589","15387","17663","25921","25815","26072","26526","26098","26562","26101","26541","25951.68","26466.32","39444.66","38047.45","46505.43","78702.55","56031.37","110318.4","125473.9","141886.4","177624.6","243430.4","255064.5","254239.7","248731.2","223949.5","232031.7","228049.9","187311.7","260851.4","218542.5","262394.5","241594.5","315444.5","","","",
"Poland","POL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","184011","185522","180516","226737","264941","297457","334722","338142","406746","407847","469461","517614","544218","578938","679148","801041","751063","663589","581025","599281","640419","623088","609281","740833","720369","678297","645085","672120","653977","565391","474692","458127","511975","414015","462532","454483","370493","377593","271801","269435","253477","260524","256149","215835","227239","193167","181346","187448","179309","260396","220473","227345","230646","249378.1","231707.7","242399","256415","","","",
"Pre-demographic dividend","PRE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1046607","1057337","1145207","1160347","1373117","1343196","1483745","1525031","1640258","1814584","1892336","1949374","2266752","2238256","2192172","1991726","1934347","2066848","2017770","1991839","1979797","2011018","2023682","2127810","2199121","2201488","2350554","2472349","2560502.3","2651484","2814649.2","2617146.8","2793230.3","2745721.4","2700233.1","2953457.7","2987576.2","3131515.9","3154674.4","3270629.95","3452371.9","3474156.5","3481116.8","3701454.2","3948377.3","4077075.5","3991713.5","4296070.5","4395095.5","4575518.1","4828186.4","5106619.8","5378811.6","5562893.2","5668867.8","5659914.6","6087731","","","",
"Puerto Rico","PRI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3100","3100","3300","3300","2900","2800","2500","2500","2200","2200","2100","2200","2100","2000","2000","2275","2663","2881","3197","3597","2557","1784","2202","2655","2354","1496","1327","1288","1697","1977","2062","2357","2330","2322","2726","3817","3101","3685","3949","3937","5608","5457","3699","4095","3799","3912","3112","2389.3","2485","2363","2610","2044","1881","2021.92","2077","2168","1921","","","",
"Korea, Dem. People’s Rep.","PRK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","304426","347387","354556","374129","372410","399143","429841","461690","489218","501844","456743","516133","573263","597457","693138","737608","822889","838564","1204006","1211961","1200299","1450354","1527917","1288383","1446800","1484900","1628100","2034000","1822000","1967000","1378000","1327000","1463000","1527398","1189000","1065400","1035600","725783","709500","701500","680550","714595","713095","713095","713105","713175","713180","713250","713550","715660","726285","727800","722410","717975","779945","773950","763100","","","",
"Portugal","PRT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","489781","517403","533385","558368","601929","566143","522866","583161","527572","480362","477628","453740","458419","492306","442645","387966","352766","313971","259874","251249","276121","269469","259938","255798","311486","327919","413184","397710","353693","340030","337660","337132","306884","301751","276668","272795","270798","234992","236328","218875","199657","202673","211706","220850","229256","227778","237731","264099","231798","205893.1","231797.6","225324.4","209058.8","206899.2","195002.9","199662.9","196737.2","","","",
"Paraguay","PRY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","700","700","700","700","800","1000","1400","1800","2200","2500","2700","2700","2800","2900","3000","3100","3200","3300","3350","3400","3500","5000","7500","13000","10022","10054","11051","12551","13050","18000","19075","20100","21190","22350","28350","28095","28095","28103","25570","25200","24700","24700","23920","23250","22550","21850","21200","20757.42","21929.06","22400","23450","24500","25481","25500","","","",
"West Bank and Gaza","PSE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1229","2493","3791","3625","3650","2623","1950","2379","1507","2951","1824","2340","2739","2908","1640","1979","1507","2360","2214","3094","3503","3586","","","",
"Pacific island small states","PSS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","15200","15400","17500","18000","19766","21870","25686","26706","28656","28362","35182","34554","38524","38574","47395","44926","54382","52720","66590","81755","84796","92207","86886","105227.59","106926.74","113006","151559.79","152779.71","148599.07","155020.09","162552.12","195961.16","177476.81","171817.706","187885.3","207565.49","191082.9","224093.5","243775.2","296529.62","232936.33","224952.76","234674.54","316288.02","431725.63","452613.34","427657.06","434389.3","360217.85","368842.27","356129.07","377206.84","397316.361","380102.325","468548.218","535986.465","515702.16","","","",
"Post-demographic dividend","PST","Total fisheries production (metric tons)","ER.FSH.PROD.MT","17507044","18652653","19065869","19205446","19346853","21070063","21854949","23390003","24703952","23907363","25606265","26580910","27105282","28028609","28388949","27883028","29550718","29447682","29214929.7","28795423.7","29570950.4","30577704.2","31007969.1","32049257","33243993.9","32551295.3","34016387.3","34323364.2","36359863.9","35296943.1","33473570.8","32084146.2","31878270.68","31054018.97","30780635.71","30296322.15","29601771.4","30258792.19","28941920.28","28430336.19","27635961.34","27741174.92","26958054.34","26724682.24","26430715.72","26141613.79","26205784.599","26168581.384","25524473.194","25251124.749","25512762.8","25136283.267","24573977.278","24776482.497","25462315.053","25416532.606","24485394.187","","","",
"French Polynesia","PYF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2600","2700","3000","2500","2500","1900","2100","2000","2100","2300","2300","2200","2400","2600","2386","2169","2828","2704","2994","2482","2747","2691","2671","2291","2889","2448.206","2361.104","2310","2860","3233","4304","4072","3846","8386.172","9134.96","9440.699","10227.38","12328.32","13029","13272.82","14704.99","16121.62","16631.73","15617.06","14206.8","14550.83","15261.1","15432.19","14229.69","15279.36","15228.44","15770.92","17041.56","17230.67","17393.56","16094.7","15096.99","","","",
"Qatar","QAT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","800","800","1000","1000","1000","1300","1300","1500","1500","1500","1500","1500","2000","2200","2047","1989","2400","2433","2200","2200","2178","2604","2331","2114","3173","2484","1980","2678","3086","4374","5702","8136","7845","6994","5086","4271","4740","5034","5279","4397","7140","8865","7155","11295","11134","13946","16412","15226","17724","14100","13796","13021","11311","12062","16269","15213","14526","","","",
"Romania","ROU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","38000","38800","33400","36100","34000","37581","36933","48566","40892","45997","62809","72252","84289","102068","129453","136624","127197","150701","137676","179087","173606","192013","235653","242644","232449","237637","271126","264371","267618","224810","127734","125003","95381","34919","42651","69105","32159","19614","18675","16841","17099","18427","16228","18932","13232","13337","14751","16495","17942","17151","11669.32","11607.27","13964","15364","16927.98","20348.75","25302.03","","","",
"Russian Federation","RUS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8183884","8246556","7658693","6852132","5552573","4467715","3789591","4390952","4747731","4748500","4551494","4238575","4104502","3729276","3345547","3399975","3063387","3322873","3402263","3590028","3509646","3949267","4196794","4391167","4484507","4521642","4429766","4617875","4947253","","","",
"Rwanda","RWA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","500","500","500","700","700","700","800","800","800","900","900","800","1000","1368","1198","1008","1325","733","974","1223","982","1240","1248","825","945","1546","1694","1328","1516","2514","3561","3697","3553","3460","3379","3052","4546","6769","6733","6996","7263","7612","8427","8212","6850.15","7741.2","9246.2","11647.25","11612.3","13100.3","17259.33","19485.98","23555.2","26663","30954.2","26593","","","",
"South Asia","SAS","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1701786","1560568","1642768","1724144","2086044","2147236","2224173","2261428","2458164","2559870","2751593","2882592","2801322","3152148","3409453","3243420","3194656","3396766","3441951","3491261","3598363","3665197","3640594","3834003","4222415","4263739","4470951","4485063","4768595","5310764","5485168","5859201","6120719.1","6532135.9","6825727.7","7032198.9","7439858.3","7813169.8","7844709.9","8382640.7","8410541.6","8752972","8938304","9155260.2","9426742.4","9881136","10516947","10521745","11650355","11877762.7","12708385.1","12350014.2","13647928.14","13971855.1","14827537.3","15166154.8","16102612.2","","","",
"Saudi Arabia","SAU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","10000","16200","18300","19600","17700","18600","20200","22100","21100","22000","21700","22300","23800","26400","23600","23000","23300","22800","24950","24460","24775","28570","31820","35300","38490","43696","45526","47888","46063","48390","42618","42442","48290","50525","56847","48388","51544","54085","56392","52320","55084","63549","63955","67264","66590","74796","81071","84631.4","91238","94105.85","91519","80557","77907","81212","92540","98130","108002","","","",
"Sudan","SDN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","17100","18000","19500","19900","20100","20000","20500","20500","22000","22300","22200","22200","22200","22600","22600","22600","24700","23570","26610","28520","26060","28530","29710","29500","29790","26320","23983","27243","29245","30300","31734","33316","35223","40214","44213","45003","46009.6","48010","50513","50513.5","54010","59007.5","58607.5","60607.5","64607.5","60607.5","58607.5","67466.5","70402.5","73698","73358","73008","35608","36208","35508","37508","37502","","","",
"Senegal","SEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","76200","82600","85900","87500","97600","106600","111700","118076","114976","118981","121065","134582","153039","193041","218108","226578","217663","216696","221219","225238","232530","227216","231971","262960","250359","244982","257938","251955","265009","290350","315161","328743","373391","386158","359929","366372","439287","483542","429554","441081","436109","431357","398149","469382","434577","399902","368433","412405","428352","446271","409794.6","427468.7","462298.3","472178.8","459792","426649.5","476240.8","","","",
"Singapore","SGP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","9200","9700","11500","12500","10400","11000","18500","18200","17300","17000","18310","15230","15735","18640","19276","17598","16504","15157","16206","16971","16082","16301","20202","20764.6","26289.6","23917.9","21487","16908","15250","12633","13348","13099","11551","11654","13661","13727","13510","13338","11439","10518","10483","7785","7796","7109","7579","7837","11676","8025","5141","5688","5230.87","5953.794","6201.33","7211.111","6695.323","8161.294","7346.361","","","",
"Solomon Islands","SLB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4000","4000","5000","5000","5300","5300","7300","7400","7400","7400","8500","13511","17005","15924","19676","16940","26284","22863","29192","35431","34866","34728","32518","46014.59","48829.74","43363","56743.39","43562.21","51607.07","50148.79","41409.35","63011.78","47115.71","43633.04","47522.3","64194.4","52458.45","61302.5","60739.59","54570.6","19579.33","24553.36","26258.54","37099.22","36756.87","32779.94","40879.26","33016.78","28617.9","32682.4","44649.66","45938.76","45884.47","48522.88","85898.71","85297.99","77027.36","","","",
"Sierra Leone","SLE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","20000","22800","26000","28100","29900","32600","32200","33600","23500","25500","31050","31150","51052","66976","68503","68597","55546","55547","52457","57593","48990","49862","51938","50090","51674","52430","52227","52124","52193","52127","56556","65761","68530","66303","62464","64895","67334","72658","63095","59437","74760","75240","83020","95956","132470","143023","144176","139585","197632","199075","200075","202075","203575","205075","206552","202175","202175","","","",
"El Salvador","SLV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","7300","8000","8200","8400","9200","9600","10600","9900","10200","10300","11100","10700","10400","12400","9654","8730","7201","6368","9540","12738","13958","20770","12916","7603","12189","16098","20446","21534","11733","10637","9159","11327","12615","13079","14883","15590","14791","12281","11377","10194","9851","20004","36724","36615","44634","43317","46296","58398","57104","52779.71","44082.93","59164.7","54736","55002","64874","57183.71","62039.68","","","",
"San Marino","SMR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Somalia","SOM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4500","4500","4500","4500","4500","4600","4600","4700","5000","5000","5600","5700","5800","5900","5980","10350","8268","9830","8384","10984","14330","9823","9030","11495","19939","16767","18655","19996","20327","21546","22695","23800","25750","27750","29850","32400","30200","28000","25800","28650","24150","31900","29000","30000","30000","25000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","30000","","","",
"Serbia","SRB","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7645.05","9143.8","10686.72","11286.44","13002.33","13012.95","12459.19","10975.54","10761.37","10537","8944.66","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1971307","2143237","2293207","2427861","2711623","2788405","2964637","3357731","3868708","3851072","3358168","3419351","3751357","3899648","3905883","3688351","3406404","3380120","3359496","3245421","3090046","3181969","3162640","3381921","3288052","3339693","3577450","4388340","4331795.3","3980104","4082064.24","3766393.9","4638007.3","4550572.4","4278473.1","4527713.7","4502824.2","4692377.9","4872601.4","5041854.95","5250499.9","5325535.5","5348237.8","5654185.2","5927366.3","5898143.65","5563552.2","5771743.2","5832903.35","5865492","6282220.8","6516929.8","7026820.15","6918759.83","7165729.93","7284298.79","7719488.22","","","",
"South Sudan","SSD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37020","37020","37020","37020","35020","","","",
"Sub-Saharan Africa","SSF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1973107","2145237","2295207","2429861","2713623","2790405","2967137","3360231","3871208","3853572","3361168","3422351","3754357","3902648","3909383","3692301","3410414","3384720","3364896","3250378","3094722","3187190","3166685","3385859","3291786","3343811","3581992","4392240","4336138.3","3984523","4087516.24","3774555.9","4644720.3","4555850.4","4283106.1","4531916.7","4507809.2","4707004.9","4897136.4","5076304.95","5283702.9","5379408.5","5411854.8","5741289.2","6029212.3","6007595.65","5656995.2","5837625.2","5902391.35","5946606","6369330.8","6592411.8","7095522.15","6992885.83","7240869.03","7389284.89","7846616.22","","","",
"Small states","SST","Total fisheries production (metric tons)","ER.FSH.PROD.MT","715544","826519","943737","893708","1088849","1334477","1394161","1056533","765650","866513","930651","877856","927877","1126446","1171763","1212852","1241330","1639243","1843534","1935657","1810230","1756147.789","1095819.039","1182344.515","1902679.806","2068415.82","2074671.077","2081555.74","2626773.74","2354271.701","2597830.341","2110685.8","2873820.34","3189722.646","2924571.32","2934432.97","3324937.04","3557780.09","3197639.88","3322987.62","3497666.33","3488193.76","3920459.54","3749597.02","3667388.13","3635695.84","3269570.103","3282226.79","3098345.58","2935281.84","3008669.22","2968071.428","3095967.011","3024905.515","2883923.498","3303037.685","3019275.457","","","",
"Sao Tome and Principe","STP","Total fisheries production (metric tons)","ER.FSH.PROD.MT","500","700","600","500","800","900","800","900","800","800","800","900","800","800","600","600","646","889","1175","1618","1847","2158","2688","4012","4444","3988","2833","2798","3391","3575","3867","2576","2406","2845","4106","4300","4620","3546","3600","3650","3700","3692","3820","4005","4141","4197","4323","4449","4575","4701","4827","6100","7400","8700","10000","11448","11750","","","",
"Suriname","SUR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4510","7300","5350","5550","5910","6610","6580","6510","7600","9900","11750","10400","12120","11610","10501","12262","5993","6897","4474","4535","4046","4620","3796","4520","5095","4909","4540","6626","4602","7786","7670","8186","11272","9580","14766","14301","16178","16618","21683","24447","24583","28979","31127","35854","33160","29862","32101","31019.3","24206.4","26184.16","35156.1","35586","39338.2","39447.7","38510.82","44827.17","47115.1","","","",
"Slovak Republic","SVK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2773","3488","3567","2368","2618","2009","2268","2255","2530","2575","2527","2783","2648","2981","3193","2726","2595.9","2310.4","2769.5","3255.56","3092.2","3174.66","3279.63","4034.65","","","",
"Slovenia","SVN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4773","3002","3133","2956","3236","3284","3137","3233","3037","3089","2975","2635","2594","2573","2502.169","2464.454","2196.714","2341.859","1719.4","2287.209","1639.488","1625.916","1806.8","1950.592","2154.219","","","",
"Sweden","SWE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","250052","268924","294728","342638","377947","370618","320568","341765","319079","269902","286042","229693","218349","220471","205540","207282","205299","182864","185577","198202","233516","257325","255840","261717","274618","239718","215309","214412","250963","257697","260106","245001","314664","347801","394224","412127","379142","364066","416363","357260","343368","318590","300582","293209","275919","262239","276800","243618","238931","211955","222679","194762","165366","200670","195558","225486","224530","","","",
"Eswatini","SWZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","50","50","50","50","50","50","50","50","50","53","44","60","70","70","80","80","90","90","100","100","110","110","110","105","100","110","120","138","143","116","131","111","119","122","60","60","60","60","60","60","60","133","269","160","160","160","165","165","165","","","",
"Sint Maarten (Dutch part)","SXM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253","253","253","253","253","253","","","",
"Seychelles","SYC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1800","2000","2000","2000","2000","2000","2500","2500","2500","2500","3000","3000","3000","3000","3500","3950","4010","4600","5400","4957","4676","5221","4045","3938","3734","4118","4542","3900","4343","4419","5452","8162","6713","5278","4633","4203","4985","14627","24535","34450","33203","53873","63617","87104","101846","109452","93443","65882","69488","81114","87110","75482","68702","74126","75139.1","104986.1","127128","","","",
"Syrian Arab Republic","SYR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1500","1600","1600","1600","1600","1700","1700","1700","1801","1804","1700","2100","1600","1345","1650","2001","3307","3617","3755","3826","3971","3838","4063","4411.549","5415.396","5890.11","5305.931","5381.66","5533","5095","5775","7721","9654","9189","10041","11639","12128","11727","14330","14017","13369","14171","15166","16128","17220","16980","17166","17882","15590","15304","15247","13400","11500","8800","7400","6600","7000","","","",
"Turks and Caicos Islands","TCA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1050","1050","1800","1900","1900","1900","1900","2000","2000","2000","1450","1450","1650","1650","2203","4408","5494","3241","4879","6338","4830","3466","3590","5364","4742","6276","7255","3809","5040","5273","3710","4416","4047","6256","5884","7679","7616","5791","6222","5246","5807","6518","5873","5192","5751","5565","6092","4900","6133","6803.2","5470","3801","3835","3871","2419","2817","2780","","","",
"Chad","TCD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","40000","45000","45000","45000","50000","55000","60000","60000","65000","65000","70000","70000","70000","70000","75000","75000","75000","80000","75000","70000","60000","55000","30000","40000","50000","55000","60000","70000","58000","64400","70000","60000","80000","87300","80000","90000","100000","85000","51300","59600","83200","75000","70000","71000","74000","77000","79000","82000","85030","88030","91030","95030","100030","120060","120080","100154","110094","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","5641538","5904178","6207359","6504062","6896914","7335751","7795874","8063626","8630209","8987308","9100959","9909235","10689857","10892215","11124500","11467533","11812148","13225866","13352680","12920713","13256292","13720491","14613113","15926755.59","16719085.14","18038045.4","19972098.09","21914811.31","23440022.27","24909999.19","26282995.12","28593939.96","32485433.81","36967487.386","42231800.62","47459471.15","51370515.35","52341638.93","55390614.75","58315960.99","60722813.73","62477042.66","65372616.94","68518167.62","72730407.03","75921167.84","79234700.76","82348220.5","84786817.35","89130866.47","94382725.97","99024990.54","105638354.761","112655365.825","116778466.718","121005848.965","124743944.66","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","321171","316902","286516","403757","436791","494801","520086","624752","648700","714897","808712","859450","923011","937990","1065078","1226780","1207424","1126222","1071950","1224377","1376437","1402870","1475269","1673685","1645559.1","1608338.1","1620516.1","1689275.4","11434369.8","11012864.7","10020251.7","8908053","7430762.28","6059928.27","5381230.01","6130010.35","6265048.7","6157744.29","5991149.58","5739591.09","5516767.24","5056877.32","4670222.14","4631274.74","4350131.02","4535505.09","4678833.28","5036827.83","4874300.8","5359181.83","5587936.78","5798059.46","5802933.59","5903249.33","5681156.51","6010338.15","6254035.81","","","",
"Togo","TGO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3500","4000","4300","4500","5000","6000","7300","7500","10000","10000","9111","10921","10942","11333","11150","14420","12820","10847","15363","8096","9134","10325","14530","14878","14715","15574","14838","15189","15469","16458","15800","12524","10899","17114","13202","12221","15119","14310","16702","22944","22297","23183","20976","27515","28048","27756","24880","19955","22872","27132","27635","24142","19340","20038","19874","21555","31989","","","",
"Thailand","THA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","231420","316340","351160","430905","590050","629865","722092","861366","1102121","1285154","1437837","1587432","1679152","1679559","1516024","1548924","1661315","2191381","2101681","1954258","1799988","1990460","2121455","2261922","2140261","2233375","2541990","2785311","2652089","2704781","2789953","2972104","3246490","3385003","3524996","3590578","3570116","3442715","3524933","3646070","3735279","3648095","3797036","3914076","4099653","4118527","4053100","3675407","3204293","3287370","3096742","3036581","2991728","2822344","2567898","2429956","2493154","","","",
"Tajikistan","TJK","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3536","3547","3887","3945","2023","2715","1107","384","203","191","216","224","253","236","324","325","210","193","241","251","406","790.1","1207.2","1380","988.8","1582.9","1617.6","1626","1550","","","",
"Turkmenistan","TKM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46825","52974","44895","43040","33727","18243","17265","11409","9321","8784","7573","9131","12296","12792","12850","14567","15008","15026","15026","15026","15026","15026","15026","15026","15026","15030","15030","15030","15030","","","",
